,match_id,player,batting_team,runs,balls_faced,fours,sixes,is_dismissed,dismissal_kind,inning,strike_rate,balls_bowled,runs_conceded,dot_balls,wickets,overs,economy,maidens,catches,run_outs,direct_run_out,date,stadium,pitch_type,grass_cover,moisture,dew_prediction,bounce_and_carry,fantasy_points
10,1216492,MS Dhoni,Chennai Super Kings,0.0,2.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-09-19,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,16.0
11,1216492,PP Chawla,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,20.0,12.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,2020-09-19,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,46.0
12,1216492,Q de Kock,Mumbai Indians,33.0,22.0,5.0,0.0,1.0,caught,1.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-19,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,57.0
13,1216492,RA Jadeja,Chennai Super Kings,10.0,5.0,2.0,0.0,1.0,lbw,2.0,200.0,24.0,42.0,5.0,2.0,4.0,10.5,0.0,0.0,0.0,0.0,2020-09-19,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,81.0
14,1216492,RD Chahar,Mumbai Indians,2.0,4.0,0.0,0.0,0.0,0,1.0,50.0,24.0,36.0,2.0,1.0,4.0,9.0,0.0,0.0,0.0,0.0,2020-09-19,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,34.0
15,1216492,RG Sharma,Mumbai Indians,12.0,10.0,2.0,0.0,1.0,caught,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-19,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,20.0
16,1216492,SA Yadav,Mumbai Indians,17.0,18.0,2.0,0.0,1.0,caught,1.0,94.44444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-19,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,25.0
17,1216492,SM Curran,Chennai Super Kings,18.0,6.0,1.0,2.0,1.0,caught,2.0,300.0,24.0,28.0,9.0,1.0,4.0,7.0,0.0,2.0,0.0,0.0,2020-09-19,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,89.0
18,1216492,SR Watson,Chennai Super Kings,4.0,5.0,1.0,0.0,1.0,lbw,2.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020-09-19,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,16.0
19,1216492,SS Tiwary,Mumbai Indians,42.0,31.0,3.0,1.0,1.0,caught,1.0,135.48387096774192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-19,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,62.0
20,1216492,TA Boult,Mumbai Indians,0.0,1.0,0.0,0.0,1.0,bowled,1.0,0.0,20.0,23.0,12.0,1.0,3.0,7.666666666666667,0.0,0.0,0.0,0.0,2020-09-19,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,40.0
21,1216493,A Nortje,Delhi Capitals,3.0,1.0,0.0,0.0,0.0,0,1.0,300.0,24.0,33.0,11.0,0.0,4.0,8.25,0.0,0.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,14.0
22,1216493,AR Patel,Delhi Capitals,6.0,9.0,0.0,0.0,1.0,caught,1.0,66.66666666666666,24.0,14.0,11.0,1.0,4.0,3.5,0.0,1.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,61.0
23,1216493,CJ Jordan,Kings XI Punjab,5.0,6.0,0.0,0.0,1.0,caught,2.0,83.33333333333334,28.0,52.0,11.0,1.0,4.0,13.0,0.0,2.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,56.0
24,1216493,GJ Maxwell,Kings XI Punjab,1.0,4.0,0.0,0.0,1.0,caught,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,1.0
25,1216493,K Gowtham,Kings XI Punjab,20.0,14.0,1.0,1.0,1.0,caught,2.0,142.85714285714286,24.0,39.0,5.0,0.0,4.0,9.75,0.0,0.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,37.0
26,1216493,K Rabada,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,28.0,29.0,13.0,4.0,4.0,7.25,0.0,1.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,153.0
27,1216493,KK Nair,Kings XI Punjab,1.0,3.0,0.0,0.0,1.0,caught,2.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,1.0
28,1216493,KL Rahul,Kings XI Punjab,23.0,21.0,2.0,1.0,2.0,bowledcaught,2.0952380952380953,109.52380952380953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,45.0
29,1216493,MA Agarwal,Kings XI Punjab,89.0,61.0,7.0,4.0,1.0,caught,2.0,145.9016393442623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,171.0
30,1216493,MM Sharma,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,44.0,8.0,1.0,4.0,11.0,0.0,0.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,34.0
31,1216493,MP Stoinis,Delhi Capitals,53.0,23.0,7.0,3.0,1.0,run out,1.0,230.43478260869566,18.0,29.0,6.0,2.0,3.0,9.666666666666666,0.0,0.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,179.0
32,1216493,Mohammed Shami,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29.0,15.0,19.0,4.0,4.0,3.75,0.0,1.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,165.0
33,1216493,N Pooran,Kings XI Punjab,0.0,4.0,0.0,0.0,2.0,bowledbowled,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,-2.0
34,1216493,PP Shaw,Delhi Capitals,5.0,9.0,1.0,0.0,1.0,caught,1.0,55.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,25.0
35,1216493,R Ashwin,Delhi Capitals,4.0,6.0,0.0,0.0,1.0,caught,1.0,66.66666666666666,6.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,68.0
36,1216493,RR Pant,Delhi Capitals,33.0,35.0,4.0,0.0,1.0,bowled,1.2571428571428571,94.28571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,57.0
37,1216493,Ravi Bishnoi,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,21.0,10.0,1.0,4.0,5.25,0.0,0.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,44.0
38,1216493,S Dhawan,Delhi Capitals,0.0,2.0,0.0,0.0,1.0,run out,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,-2.0
39,1216493,SN Khan,Kings XI Punjab,12.0,12.0,2.0,0.0,1.0,caught,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,20.0
40,1216493,SO Hetmyer,Delhi Capitals,7.0,13.0,1.0,0.0,1.0,caught,1.0,53.84615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,15.0
41,1216493,SS Cottrell,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,23.0,14.0,2.0,4.0,5.75,0.0,0.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,78.0
42,1216493,SS Iyer,Delhi Capitals,39.0,33.0,0.0,3.0,1.0,caught,1.0,118.18181818181819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020-09-20,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,65.0
43,1216494,AB de Villiers,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,16.0
44,1216494,AJ Finch,Royal Challengers Bangalore,16.0,24.0,2.0,0.0,1.0,caught,2.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,22.0
45,1216494,CH Morris,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,15.0,16.0,1.0,4.0,3.75,1.0,1.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,72.0
46,1216494,CV Varun,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,28.0,11.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,11.0
47,1216494,D Padikkal,Royal Challengers Bangalore,25.0,17.0,3.0,0.0,0.0,0,2.0,147.05882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,47.0
48,1216494,EJG Morgan,Kolkata Knight Riders,30.0,34.0,3.0,1.0,1.0,caught,1.0,88.23529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,48.0
49,1216494,Gurkeerat Singh,Royal Challengers Bangalore,21.0,26.0,4.0,0.0,1.0,run out,2.0,80.76923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,45.0
50,1216494,I Udana,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,6.0,3.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,3.0
51,1216494,KD Karthik,Kolkata Knight Riders,4.0,14.0,0.0,0.0,1.0,lbw,1.0,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,6.0
52,1216494,Kuldeep Yadav,Kolkata Knight Riders,12.0,19.0,1.0,0.0,0.0,0,1.0,63.1578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,14.0
53,1216494,LH Ferguson,Kolkata Knight Riders,19.0,16.0,1.0,0.0,1.0,run out,1.0,118.75,25.0,16.0,15.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,104.0
54,1216494,M Prasidh Krishna,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,16.0,19.0,6.0,0.0,2.0,9.5,0.0,0.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,6.0
55,1216494,Mohammed Siraj,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,8.0,16.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,140.0
56,1216494,N Rana,Kolkata Knight Riders,0.0,1.0,0.0,0.0,1.0,bowled,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,-2.0
57,1216494,Navdeep Saini,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18.0,23.0,11.0,1.0,3.0,7.666666666666667,0.0,0.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,41.0
58,1216494,PJ Cummins,Kolkata Knight Riders,4.0,17.0,0.0,0.0,1.0,caught,1.0,23.52941176470588,19.0,17.0,10.0,0.0,3.0,5.666666666666667,0.0,0.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,12.0
59,1216494,RA Tripathi,Kolkata Knight Riders,1.0,5.0,0.0,0.0,1.0,caught,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,1.0
60,1216494,Shubman Gill,Kolkata Knight Riders,1.0,7.0,0.0,0.0,1.0,caught,1.0,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,1.0
61,1216494,T Banton,Kolkata Knight Riders,10.0,8.0,1.0,1.0,1.0,caught,1.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,20.0
62,1216494,V Kohli,Royal Challengers Bangalore,18.0,17.0,2.0,0.0,0.0,0,2.0,105.88235294117648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,26.0
63,1216494,Washington Sundar,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,14.0,14.0,1.0,4.0,3.5,1.0,0.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,62.0
64,1216494,YS Chahal,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,15.0,13.0,2.0,4.0,3.75,0.0,0.0,0.0,0.0,2020-10-21,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,79.0
65,1216495,DA Warner,Sunrisers Hyderabad,85.0,61.0,10.0,1.0,0.0,0,2.0,139.34426229508196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020-11-03,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,161.0
66,1216495,DS Kulkarni,Mumbai Indians,3.0,2.0,0.0,0.0,0.0,0,1.0,150.0,20.0,20.0,8.0,0.0,3.0,6.666666666666667,0.0,0.0,0.0,0.0,2020-11-03,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,13.0
67,1216495,Ishan Kishan,Mumbai Indians,33.0,30.0,1.0,2.0,1.0,bowled,1.0,110.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-03,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,49.0
68,1216495,JL Pattinson,Mumbai Indians,4.0,5.0,0.0,0.0,0.0,0,1.0,80.0,18.0,29.0,3.0,0.0,3.0,9.666666666666666,0.0,0.0,0.0,0.0,2020-11-03,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,7.0
69,1216495,JO Holder,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,25.0,10.0,2.0,4.0,6.25,0.0,0.0,0.0,0.0,2020-11-03,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,72.0
70,1216495,KA Pollard,Mumbai Indians,41.0,25.0,2.0,4.0,1.0,bowled,1.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-03,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,77.0
71,1216495,KH Pandya,Mumbai Indians,0.0,3.0,0.0,0.0,1.0,caught,1.0,0.0,20.0,32.0,3.0,0.0,3.0,10.666666666666666,0.0,0.0,0.0,0.0,2020-11-03,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,-1.0
72,1216495,KS Williamson,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020-11-03,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,8.0
73,1216495,NM Coulter-Nile,Mumbai Indians,1.0,3.0,0.0,0.0,1.0,caught,1.0,33.33333333333333,25.0,26.0,13.0,0.0,4.0,6.5,0.0,0.0,0.0,0.0,2020-11-03,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,16.0
74,1216495,PK Garg,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020-11-03,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,8.0
75,1216495,Q de Kock,Mumbai Indians,25.0,13.0,2.0,2.0,1.0,bowled,1.0,192.30769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-03,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,51.0
76,1216495,RD Chahar,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,36.0,7.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,2020-11-03,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,7.0
77,1216495,RG Sharma,Mumbai Indians,4.0,7.0,0.0,0.0,1.0,caught,1.0,57.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-03,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,4.0
78,1216495,Rashid Khan,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,32.0,5.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,2020-11-03,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,35.0
79,1216495,S Nadeem,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,19.0,11.0,2.0,4.0,4.75,0.0,0.0,0.0,0.0,2020-11-03,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,77.0
80,1216495,SA Yadav,Mumbai Indians,36.0,29.0,5.0,0.0,1.0,stumped,1.0,124.13793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-03,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,56.0
81,1216495,SS Tiwary,Mumbai Indians,1.0,3.0,0.0,0.0,1.0,caught,1.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-03,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,1.0
82,1216495,Sandeep Sharma,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,34.0,14.0,3.0,4.0,8.5,0.0,0.0,0.0,0.0,2020-11-03,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,108.0
83,1216495,T Natarajan,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,38.0,7.0,0.0,4.0,9.5,0.0,0.0,0.0,0.0,2020-11-03,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,7.0
84,1216495,WP Saha,Sunrisers Hyderabad,58.0,46.0,7.0,1.0,0.0,0,2.0,126.08695652173914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020-11-03,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,108.0
85,1216496,DL Chahar,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,31.0,8.0,1.0,4.0,7.75,0.0,1.0,0.0,0.0,2020-09-22,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,46.0
86,1216496,F du Plessis,Chennai Super Kings,72.0,38.0,1.0,7.0,1.0,caught,2.0,189.4736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020-09-22,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,140.0
87,1216496,JC Archer,Rajasthan Royals,27.0,9.0,0.0,4.0,0.0,0,1.0,300.0,25.0,25.0,14.0,1.0,4.0,6.25,0.0,0.0,0.0,0.0,2020-09-22,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,97.0
88,1216496,JD Unadkat,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,26.0,42.0,5.0,0.0,4.0,10.5,0.0,0.0,0.0,0.0,2020-09-22,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,3.0
89,1216496,KM Jadhav,Chennai Super Kings,22.0,17.0,3.0,0.0,1.0,caught,2.0,129.41176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020-09-22,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,42.0
90,1216496,L Ngidi,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,28.0,52.0,9.0,2.0,4.0,13.0,0.0,0.0,0.0,0.0,2020-09-22,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,63.0
91,1216496,M Vijay,Chennai Super Kings,21.0,21.0,3.0,0.0,1.0,caught,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-22,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,33.0
92,1216496,MS Dhoni,Chennai Super Kings,29.0,17.0,0.0,3.0,0.0,0,2.0,170.58823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020-09-22,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,61.0
93,1216496,PP Chawla,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,54.0,4.0,1.0,4.0,13.5,0.0,0.0,0.0,0.0,2020-09-22,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,28.0
94,1216496,R Parag,Rajasthan Royals,6.0,4.0,1.0,0.0,1.0,caught,1.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-22,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,10.0
95,1216496,R Tewatia,Rajasthan Royals,10.0,8.0,1.0,0.0,1.0,lbw,1.0,125.0,24.0,37.0,7.0,3.0,4.0,9.25,0.0,0.0,0.0,0.0,2020-09-22,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,115.0
96,1216496,RA Jadeja,Chennai Super Kings,1.0,2.0,0.0,0.0,0.0,0,2.0,50.0,26.0,38.0,8.0,0.0,4.0,9.5,0.0,0.0,0.0,0.0,2020-09-22,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,9.0
97,1216496,RD Gaikwad,Chennai Super Kings,0.0,1.0,0.0,0.0,1.0,stumped,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-22,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,-2.0
